X,Y
-5.992457721,28.57046112
-6.001851887,28.5738889
-6.011249803,28.57730638
-6.020651459,28.58071356
-6.030056843,28.58411043
-6.039465943,28.58749699
-6.04887875,28.59087324
-6.058295251,28.59423917
-6.067715435,28.59759479
-6.077139291,28.60094007
-6.086566807,28.60427503
-6.095997972,28.60759965
-6.105432775,28.61091393
-6.114871204,28.61421788
-6.124313248,28.61751147
-6.133758897,28.62079472
-6.143208137,28.62406762
-6.152660959,28.62733016
-6.16211735,28.63058233
-6.1715773,28.63382414
-6.181040797,28.63705559
-6.190507829,28.64027666
-6.199978385,28.64348735
-6.209452455,28.64668766
-6.218930026,28.64987759
-6.228411087,28.65305713
-6.237895627,28.65622628
-6.247383634,28.65938503
-6.256875097,28.66253338
-6.266370005,28.66567133
-6.275868345,28.66879887
-6.285370108,28.671916
-6.294875281,28.67502271
-6.304383852,28.67811901
-6.313895812,28.68120488
-6.323411147,28.68428033
-6.332929847,28.68734535
-6.3424519,28.69039994
-6.351977295,28.69344409
-6.36150602,28.69647779
-6.371038065,28.69950106
-6.380573416,28.70251387
-6.390112064,28.70551624
-6.399653996,28.70850815
-6.409199201,28.7114896
-6.418747668,28.71446059
-6.428299385,28.71742111
-6.43785434,28.72037116
-6.447412523,28.72331074
-6.456973922,28.72623985
-6.466538525,28.72915847
-6.47610632,28.73206661
-6.485677297,28.73496426
-6.495251443,28.73785143
-6.504828748,28.74072809
-6.5144092,28.74359427
-6.523992787,28.74644994
-6.533579497,28.7492951
-6.54316932,28.75212976
-6.552762244,28.75495391
-6.562358256,28.75776754
-6.571957347,28.76057066
-6.581559503,28.76336325
-6.591164714,28.76614532
-6.600772968,28.76891686
-6.610384254,28.77167787
-6.61999856,28.77442835
-6.629615874,28.77716828
-6.639236185,28.77989768
-6.648859482,28.78261653
-6.658485752,28.78532484
-6.668114984,28.78802259
-6.677747167,28.79070979
-6.68738229,28.79338643
-6.697020339,28.79605251
-6.706661305,28.79870803
-6.716305175,28.80135298
-6.725951938,28.80398736
-6.735601582,28.80661116
-6.745254095,28.80922439
-6.754909467,28.81182704
-6.764567685,28.81441911
-6.774228738,28.81700059
-6.783892614,28.81957149
-6.793559302,28.82213179
-6.803228789,28.82468149
-6.812901065,28.8272206
-6.822576118,28.82974911
-6.832253936,28.83226701
-6.841934508,28.8347743
-6.851617821,28.83727099
-6.861303865,28.83975706
-6.870992627,28.84223251
-6.880684097,28.84469735
-6.890378261,28.84715156
-6.90007511,28.84959515
-6.909774631,28.8520281
-6.919476812,28.85445043
-6.929181641,28.85686213
-6.938889108,28.85926318
-6.948599201,28.8616536
-6.958311907,28.86403338
-6.968027215,28.86640251
-6.977745114,28.86876099
-6.987465591,28.87110882
-6.997188636,28.87344599
-7.006914236,28.87577251
-7.01664238,28.87808837
-7.026373056,28.88039357
-7.036106253,28.8826881
-7.045841958,28.88497197
-7.05558016,28.88724516
-7.065320847,28.88950768
-7.075064008,28.89175952
-7.084809631,28.89400069
-7.094557705,28.89623117
-7.104308216,28.89845097
-7.114061155,28.90066009
-7.123816509,28.90285851
-7.133574266,28.90504624
-7.143334414,28.90722328
-7.153096943,28.90938962
-7.16286184,28.91154526
-7.172629093,28.91369019
-7.182398691,28.91582442
-7.192170622,28.91794795
-7.201944874,28.92006076
-7.211721436,28.92216286
-7.221500296,28.92425425
-7.231281442,28.92633492
-7.241064862,28.92840486
-7.250850544,28.93046409
-7.260638478,28.93251259
-7.27042865,28.93455036
-7.28022105,28.9365774
-7.290015665,28.93859371
-7.299812484,28.94059928
-7.309611495,28.94259412
-7.319412686,28.94457822
-7.329216046,28.94655157
-7.339021563,28.94851418
-7.348829224,28.95046604
-7.358639019,28.95240716
-7.368450934,28.95433752
-7.37826496,28.95625713
-7.388081083,28.95816598
-7.397899292,28.96006407
-7.407719576,28.9619514
-7.417541922,28.96382797
-7.427366318,28.96569378
-7.437192753,28.96754881
-7.447021216,28.96939308
-7.456851693,28.97122657
-7.466684174,28.97304929
-7.476518647,28.97486124
-7.486355099,28.9766624
-7.496193519,28.97845279
-7.506033896,28.98023239
-7.515876216,28.98200121
-7.52572047,28.98375923
-7.535566644,28.98550647
-7.545414726,28.98724292
-7.555264706,28.98896858
-7.565116571,28.99068344
-7.57497031,28.9923875
-7.58482591,28.99408076
-7.59468336,28.99576322
-7.604542647,28.99743488
-7.614403761,28.99909573
-7.624266689,29.00074578
-7.634131419,29.00238501
-7.64399794,29.00401343
-7.653866239,29.00563104
-7.663736305,29.00723783
-7.673608126,29.00883381
-7.68348169,29.01041897
-7.693356986,29.0119933
-7.703234001,29.01355681
-7.713112723,29.0151095
-7.722993141,29.01665136
-7.732875242,29.01818239
-7.742759016,29.01970259
-7.75264445,29.02121196
-7.762531531,29.02271049
-7.772420249,29.02419819
-7.782310592,29.02567505
-7.792202547,29.02714107
-7.802096103,29.02859625
-7.811991247,29.03004059
-7.821887968,29.03147408
-7.831786255,29.03289672
-7.841686094,29.03430852
-7.851587475,29.03570947
-7.861490385,29.03709956
-7.871394813,29.0384788
-7.881300746,29.03984719
-7.891208172,29.04120472
-7.901117081,29.04255139
-7.911027459,29.0438872
-7.920939295,29.04521215
-7.930852578,29.04652624
-7.940767294,29.04782946
-7.950683433,29.04912181
-7.960600982,29.0504033
-7.970519929,29.05167392
-7.980440263,29.05293367
-7.990361972,29.05418254
-8.000285043,29.05542055
-8.010209465,29.05664767
-8.020135225,29.05786392
-8.030062313,29.05906929
-8.039990716,29.06026378
-8.049920422,29.0614474
-8.059851418,29.06262012
-8.069783695,29.06378197
-8.079717238,29.06493293
-8.089652037,29.066073
-8.099588079,29.06720218
-8.109525353,29.06832048
-8.119463846,29.06942788
-8.129403547,29.07052439
-8.139344443,29.07161001
-8.149286524,29.07268473
-8.159229776,29.07374856
-8.169174188,29.07480149
-8.179119748,29.07584352
-8.189066443,29.07687465
-8.199014263,29.07789488
-8.208963195,29.07890421
-8.218913227,29.07990263
-8.228864348,29.08089015
-8.238816544,29.08186676
-8.248769805,29.08283247
-8.258724118,29.08378727
-8.268679472,29.08473115
-8.278635854,29.08566413
-8.288593252,29.0865862
-8.298551655,29.08749735
-8.308511051,29.08839759
-8.318471427,29.08928692
-8.328432772,29.09016533
-8.338395073,29.09103282
-8.348358319,29.09188939
-8.358322498,29.09273505
-8.368287597,29.09356978
-8.378253606,29.09439359
-8.388220511,29.09520648
-8.398188301,29.09600845
-8.408156964,29.0967995
-8.418126487,29.09757961
-8.42809686,29.09834881
-8.43806807,29.09910707
-8.448040105,29.09985441
-8.458012952,29.10059082
-8.467986601,29.1013163
-8.477961039,29.10203085
-8.487936254,29.10273447
-8.497912234,29.10342715
-8.507888967,29.10410891
-8.517866441,29.10477973
-8.527844644,29.10543961
-8.537823565,29.10608856
-8.547803191,29.10672657
-8.557783509,29.10735365
-8.56776451,29.10796979
-8.577746179,29.10857498
-8.587728506,29.10916925
-8.597711477,29.10975257
-8.607695083,29.11032495
-8.617679309,29.11088638
-8.627664145,29.11143688
-8.637649578,29.11197644
-8.647635596,29.11250505
-8.657622187,29.11302271
-8.66760934,29.11352944
-8.677597042,29.11402521
-8.687585282,29.11451005
-8.697574047,29.11498393
-8.707563325,29.11544687
-8.717553104,29.11589886
-8.727543373,29.1163399
-8.737534119,29.11677
-8.747525331,29.11718914
-8.757516996,29.11759734
-8.767509102,29.11799459
-8.777501637,29.11838088
-8.78749459,29.11875623
-8.797487948,29.11912062
-8.8074817,29.11947406
-8.817475833,29.11981655
-8.827470335,29.12014809
-8.837465194,29.12046867
-8.847460399,29.1207783
-8.857455937,29.12107697
-8.867451797,29.1213647
-8.877447965,29.12164146
-8.887444432,29.12190728
-8.897441183,29.12216213
-8.907438208,29.12240603
-8.917435494,29.12263898
-8.927433029,29.12286097
-8.937430801,29.123072
-8.947428799,29.12327208
-8.95742701,29.1234612
-8.967425422,29.12363936
-8.977424024,29.12380657
-8.987422803,29.12396282
-8.997421747,29.12410811
-9.007420844,29.12424244
-9.017420082,29.12436582
-9.02741945,29.12447823
-9.037418935,29.12457969
-9.047418524,29.12467019
-9.057418208,29.12474973
-9.067417972,29.12481832
-9.077417805,29.12487594
-9.087417696,29.12492261
-9.097417632,29.12495831
-9.107417601,29.12498306
-9.117417591,29.12499685
-9.12741759,29.12499968
-9.137417586,29.12499155
-9.147417567,29.12497246
-9.157417522,29.12494242
-9.167417437,29.12490141
-9.177417302,29.12484945
-9.187417103,29.12478652
-9.19741683,29.12471264
-9.207416469,29.1246278
-9.21741601,29.124532
-9.227415439,29.12442525
-9.237414746,29.12430753
-9.247413918,29.12417886
-9.257412942,29.12403923
-9.267411808,29.12388864
-9.277410502,29.12372709
-9.287409014,29.12355459
-9.29740733,29.12337113
-9.30740544,29.12317671
-9.31740333,29.12297133
-9.327400989,29.122755
-9.337398406,29.12252772
-9.347395567,29.12228947
-9.357392461,29.12204027
-9.367389076,29.12178012
-9.377385399,29.12150901
-9.38738142,29.12122695
-9.397377126,29.12093393
-9.407372504,29.12062995
-9.417367544,29.12031503
-9.427362232,29.11998915
-9.437356557,29.11965232
-9.447350507,29.11930453
-9.45734407,29.1189458
-9.467337233,29.11857611
-9.477329986,29.11819547
-9.487322315,29.11780388
-9.49731421,29.11740134
-9.507305657,29.11698785
-9.517296645,29.11656341
-9.527287162,29.11612802
-9.537277195,29.11568168
-9.547266734,29.1152244
-9.557255765,29.11475617
-9.567244278,29.11427699
-9.577232259,29.11378686
-9.587219697,29.11328579
-9.59720658,29.11277378
-9.607192896,29.11225082
-9.617178632,29.11171692
-9.627163778,29.11117207
-9.637148321,29.11061629
-9.647132248,29.11004956
-9.657115549,29.10947189
-9.66709821,29.10888328
-9.67708022,29.10828373
-9.687061567,29.10767324
-9.69704224,29.10705181
-9.707022225,29.10641945
-9.717001511,29.10577615
-9.726980087,29.10512191
-9.736957939,29.10445674
-9.746935056,29.10378063
-9.756911427,29.10309359
-9.766887038,29.10239562
-9.776861879,29.10168672
-9.786835937,29.10096688
-9.796809199,29.10023612
-9.806781656,29.09949442
-9.816753293,29.0987418
-9.826724099,29.09797825
-9.836694063,29.09720378
-9.846663172,29.09641838
-9.856631414,29.09562205
-9.866598778,29.0948148
-9.876565251,29.09399663
-9.886530822,29.09316753
-9.896495477,29.09232752
-9.906459207,29.09147659
-9.916421997,29.09061473
-9.926383838,29.08974196
-9.936344716,29.08885828
-9.946304619,29.08796367
-9.956263536,29.08705816
-9.966221455,29.08614173
-9.976178363,29.08521438
-9.986134249,29.08427613
-9.996089101,29.08332697
-10.00604291,29.08236689
-10.01599566,29.08139591
-10.02594733,29.08041403
-10.03589793,29.07942124
-10.04584743,29.07841754
-10.05579583,29.07740294
-10.0657431,29.07637744
-10.07568925,29.07534104
-10.08563426,29.07429374
-10.09557811,29.07323554
-10.1055208,29.07216644
-10.11546231,29.07108645
-10.12540263,29.06999557
-10.13534175,29.06889379
-10.14527965,29.06778112
-10.15521633,29.06665756
-10.16515177,29.06552311
-10.17508597,29.06437778
-10.1850189,29.06322155
-10.19495056,29.06205445
-10.20488093,29.06087646
-10.21481001,29.05968759
-10.22473778,29.05848783
-10.23466422,29.0572772
-10.24458934,29.05605569
-10.25451311,29.05482331
-10.26443552,29.05358005
-10.27435657,29.05232592
-10.28427623,29.05106091
-10.29419451,29.04978504
-10.30411138,29.04849829
-10.31402683,29.04720068
-10.32394085,29.04589221
-10.33385344,29.04457287
-10.34376457,29.04324267
-10.35367424,29.0419016
-10.36358243,29.04054968
-10.37348914,29.0391869
-10.38339434,29.03781327
-10.39329804,29.03642878
-10.40320021,29.03503344
-10.41310085,29.03362725
-10.42299994,29.0322102
-10.43289747,29.03078231
-10.44279343,29.02934358
-10.45268781,29.027894
-10.46258059,29.02643358
-10.47247177,29.02496232
-10.48236133,29.02348022
-10.49224926,29.02198728
-10.50213554,29.02048351
-10.51202017,29.0189689
-10.52190314,29.01744346
-10.53178443,29.0159072
-10.54166403,29.0143601
-10.55154193,29.01280218
-10.56141811,29.01123343
-10.57129257,29.00965387
-10.58116529,29.00806348
-10.59103627,29.00646227
-10.60090548,29.00485025
-10.61077292,29.00322741
-10.62063858,29.00159376
-10.63050244,28.9999493
-10.64036449,28.99829403
-10.65022472,28.99662795
-10.66008312,28.99495107
-10.66993968,28.99326339
-10.67979438,28.9915649
-10.68964722,28.98985562
-10.69949817,28.98813554
-10.70934724,28.98640467
-10.7191944,28.984663
-10.72903964,28.98291054
-10.73888296,28.9811473
-10.74872435,28.97937327
-10.75856378,28.97758845
-10.76840125,28.97579285
-10.77823675,28.97398648
-10.78807026,28.97216932
-10.79790177,28.97034139
-10.80773127,28.96850269
-10.81755876,28.96665321
-10.82738421,28.96479297
-10.83720762,28.96292196
-10.84702897,28.96104019
-10.85684825,28.95914765
-10.86666545,28.95724436
-10.87648056,28.9553303
-10.88629357,28.9534055
-10.89610446,28.95146993
-10.90591322,28.94952362
-10.91571985,28.94756656
-10.92552432,28.94559876
-10.93532664,28.94362021
-10.94512678,28.94163092
-10.95492473,28.93963089
-10.96472048,28.93762013
-10.97451403,28.93559863
-10.98430535,28.9335664
-10.99409444,28.93152344
-11.00388129,28.92946975
-11.01366588,28.92740534
-11.0234482,28.92533021
-11.03322824,28.92324436
-11.04300599,28.9211478
-11.05278144,28.91904052
-11.06255457,28.91692252
-11.07232538,28.91479382
-11.08209384,28.91265441
-11.09185996,28.9105043
-11.10162371,28.90834349
-11.11138509,28.90617198
-11.12114408,28.90398977
-11.13090068,28.90179687
-11.14065487,28.89959327
-11.15040663,28.89737899
-11.16015597,28.89515403
-11.16990286,28.89291838
-11.17964729,28.89067205
-11.18938926,28.88841504
-11.19912875,28.88614736
-11.20886574,28.88386901
-11.21860024,28.88157999
-11.22833222,28.8792803
-11.23806167,28.87696994
-11.24778858,28.87464893
-11.25751295,28.87231726
-11.26723476,28.86997493
-11.27695399,28.86762195
-11.28667064,28.86525832
-11.29638469,28.86288404
-11.30609613,28.86049912
-11.31580495,28.85810356
-11.32551115,28.85569736
-11.3352147,28.85328052
-11.34491559,28.85085305
-11.35461382,28.84841495
-11.36430938,28.84596623
-11.37400224,28.84350688
-11.3836924,28.84103691
-11.39337985,28.83855632
-11.40306458,28.83606512
-11.41274657,28.8335633
-11.42242581,28.83105088
-11.43210229,28.82852785
-11.441776,28.82599422
-11.45144693,28.82344999
-11.46111507,28.82089516
-11.4707804,28.81832974
-11.48044291,28.81575372
-11.49010259,28.81316712
-11.49975943,28.81056994
-11.50941343,28.80796217
-11.51906455,28.80534383
-11.52871281,28.80271491
-11.53835817,28.80007542
-11.54800064,28.79742536
-11.5576402,28.79476473
-11.56727683,28.79209354
-11.57691053,28.7894118
-11.58654129,28.78671949
-11.59616909,28.78401664
-11.60579393,28.78130323
-11.61541578,28.77857928
-11.62503464,28.77584479
-11.63465051,28.77309976
-11.64426335,28.77034419
-11.65387317,28.76757808
-11.66347996,28.76480145
-11.67308369,28.76201429
-11.68268437,28.75921661
-11.69228197,28.75640841
-11.70187649,28.75358969
-11.71146792,28.75076046
-11.72105624,28.74792072
-11.73064144,28.74507048
-11.74022351,28.74220973
-11.74980244,28.73933848
-11.75937822,28.73645674
-11.76895084,28.7335645
-11.77852028,28.73066178
-11.78808653,28.72774857
-11.79764959,28.72482488
-11.80720943,28.72189071
-11.81676606,28.71894607
-11.82631945,28.71599095
-11.83586959,28.71302537
-11.84541649,28.71004932
-11.85496011,28.70706281
-11.86450045,28.70406585
-11.87403751,28.70105843
-11.88357126,28.69804056
-11.8931017,28.69501225
-11.90262882,28.69197349
-11.9121526,28.68892429
-11.92167303,28.68586466
-11.93119011,28.6827946
-11.94070381,28.67971411
-11.95021414,28.6766232
-11.95972107,28.67352186
-11.96922459,28.67041011
-11.9787247,28.66728795
-11.98822138,28.66415537
-11.99771463,28.66101239
-12.00720442,28.65785901
-12.01669075,28.65469523
-12.02617361,28.65152106
-12.03565299,28.6483365
-12.04512887,28.64514155
-12.05460124,28.64193622
-12.06407009,28.63872051
-12.07353542,28.63549442
-12.0829972,28.63225796
-12.09245543,28.62901114
-12.1019101,28.62575395
-12.11136119,28.62248641
-12.12080869,28.61920851
-12.1302526,28.61592025
-12.1396929,28.61262165
-12.14912958,28.60931271
-12.15856262,28.60599342
-12.16799202,28.60266381
-12.17741777,28.59932385
-12.18683985,28.59597358
-12.19625826,28.59261297
-12.20567297,28.58924205
-12.21508399,28.58586082
-12.22449129,28.58246927
-12.23389488,28.57906741
-12.24329473,28.57565525
-12.25269083,28.57223279
-12.26208318,28.56880004
-12.27147176,28.565357
-12.28085656,28.56190367
-12.29023757,28.55844005
-12.29961478,28.55496616
-12.30898818,28.55148199
-12.31835775,28.54798756
-12.32772349,28.54448285
-12.33708538,28.54096789
-12.34644341,28.53744267
-12.35579758,28.53390719
-12.36514786,28.53036147
-12.37449426,28.5268055
-12.38383675,28.52323929
-12.39317533,28.51966285
-12.40250998,28.51607617
-12.4118407,28.51247927
-12.42116746,28.50887214
-12.43049028,28.50525479
-12.43980912,28.50162723
-12.44912397,28.49798946
-12.45843484,28.49434148
-12.46774171,28.4906833
-12.47704456,28.48701492
-12.48634338,28.48333635
-12.49563817,28.4796476
-12.5049289,28.47594866
-12.51421558,28.47223953
-12.52349819,28.46852024
-12.53277672,28.46479077
-12.54205115,28.46105114
-12.55132149,28.45730135
-12.5605877,28.4535414
-12.56984979,28.44977129
-12.57910774,28.44599104
-12.58836155,28.44220065
-12.59761119,28.43840011
-12.60685667,28.43458945
-12.61609796,28.43076865
-12.62533506,28.42693773
-12.63456796,28.42309668
-12.64379664,28.41924552
-12.6530211,28.41538425
-12.66224131,28.41151288
-12.67145729,28.4076314
-12.680669,28.40373982
-12.68987644,28.39983815
-12.6990796,28.3959264
-12.70827846,28.39200455
-12.71747303,28.38807264
-12.72666328,28.38413064
-12.7358492,28.38017858
-12.74503079,28.37621645
-12.75420803,28.37224427
-12.76338091,28.36826203
-12.77254942,28.36426974
-12.78171355,28.3602674
-12.79087329,28.35625502
-12.80002863,28.35223261
-12.80917955,28.34820017
-12.81832605,28.3441577
-12.82746811,28.34010521
-12.83660573,28.3360427
-12.84573889,28.33197018
-12.85486758,28.32788766
-12.86399179,28.32379513
-12.87311151,28.31969261
-12.88222673,28.3155801
-12.89133743,28.31145759
-12.90044362,28.30732511
-12.90954526,28.30318265
-12.91864237,28.29903022
-12.92773492,28.29486782
-12.9368229,28.29069546
-12.9459063,28.28651314
-12.95498511,28.28232087
-12.96405933,28.27811866
-12.97312893,28.2739065
-12.98219391,28.2696844
-12.99125426,28.26545238
-13.00030997,28.26121042
-13.00936102,28.25695855
-13.01840741,28.25269676
-13.02744912,28.24842505
-13.03648615,28.24414344
-13.04551847,28.23985193
-13.05454609,28.23555053
-13.06356899,28.23123923
-13.07258716,28.22691805
-13.08160059,28.22258699
-13.09060927,28.21824605
-13.09961318,28.21389524
-13.10861232,28.20953457
-13.11760668,28.20516404
-13.12659624,28.20078365
-13.13558099,28.19639342
-13.14456093,28.19199334
-13.15353604,28.18758343
-13.16250632,28.18316368
-13.17147174,28.1787341
-13.18043231,28.1742947
-13.189388,28.16984548
-13.19833881,28.16538645
-13.20728473,28.16091762
-13.21622575,28.15643898
-13.22516186,28.15195055
-13.23409304,28.14745233
-13.24301928,28.14294432
-13.25194058,28.13842653
-13.26085693,28.13389897
-13.2697683,28.12936164
-13.2786747,28.12481455
-13.28757611,28.1202577
-13.29647252,28.1156911
-13.30536393,28.11111475
-13.31425031,28.10652866
-13.32313166,28.10193283
-13.33200796,28.09732727
-13.34087922,28.09271199
-13.34974541,28.08808699
-13.35860653,28.08345228
-13.36746256,28.07880786
-13.3763135,28.07415373
-13.38515933,28.06948991
-13.39400005,28.0648164
-13.40283564,28.0601332
-13.41166609,28.05544032
-13.4204914,28.05073777
-13.42931154,28.04602555
-13.43812652,28.04130367
-13.44693631,28.03657212
-13.45574092,28.03183093
-13.46454032,28.02708009
-13.47333452,28.02231961
-13.48212349,28.0175495
-13.49090722,28.01276975
-13.49968572,28.00798039
-13.50845896,28.0031814
-13.51722693,27.99837281
-13.52598963,27.99355461
-13.53474705,27.9887268
-13.54349917,27.98388941
-13.55224598,27.97904242
-13.56098748,27.97418586
-13.56972365,27.96931971
-13.57845448,27.964444
-13.58717996,27.95955872
-13.59590008,27.95466388
-13.60461483,27.94975949
-13.61332421,27.94484555
-13.62202819,27.93992207
-13.63072677,27.93498905
-13.63941994,27.9300465
-13.64810769,27.92509443
-13.65679001,27.92013285
-13.66546689,27.91516175
-13.67413831,27.91018114
-13.68280427,27.90519103
-13.69146475,27.90019143
-13.70011975,27.89518235
-13.70876926,27.89016378
-13.71741326,27.88513573
-13.72605174,27.88009821
-13.7346847,27.87505124
-13.74331212,27.8699948
-13.751934,27.86492891
-13.76055032,27.85985357
-13.76916107,27.8547688
-13.77776625,27.84967459
-13.78636584,27.84457096
-13.79495983,27.8394579
-13.80354821,27.83433543
-13.81213097,27.82920355
-13.8207081,27.82406227
-13.8292796,27.81891159
-13.83784544,27.81375152
-13.84640562,27.80858207
-13.85496014,27.80340324
-13.86350897,27.79821504
-13.87205211,27.79301747
-13.88058955,27.78781054
-13.88912128,27.78259426
-13.89764729,27.77736863
-13.90616756,27.77213367
-13.9146821,27.76688936
-13.92319088,27.76163573
-13.9316939,27.75637278
-13.94019115,27.75110052
-13.94868261,27.74581894
-13.95716828,27.74052806
-13.96564815,27.73522789
-13.9741222,27.72991843
-13.98259043,27.72459968
-13.99105283,27.71927165
-13.99950938,27.71393436
-14.00796008,27.7085878
-14.01640491,27.70323198
-14.02484387,27.69786692
-14.03327694,27.6924926
-14.04170412,27.68710905
-14.0501254,27.68171627
-14.05854076,27.67631426
-14.06695019,27.67090303
-14.07535369,27.66548259
-14.08375125,27.66005294
-14.09214285,27.65461409
-14.10052848,27.64916605
-14.10890814,27.64370883
-14.11728181,27.63824242
-14.12564949,27.63276684
-14.13401116,27.6272821
-14.14236682,27.62178819
-14.15071645,27.61628513
-14.15906004,27.61077292
-14.16739759,27.60525158
-14.17572908,27.5997211
-14.18405451,27.59418149
-14.19237386,27.58863276
-14.20068713,27.58307492
-14.2089943,27.57750797
-14.21729536,27.57193192
-14.22559031,27.56634677
-14.23387913,27.56075254
-14.24216182,27.55514923
-14.25043836,27.54953685
-14.25870874,27.5439154
-14.26697296,27.53828489
-14.27523101,27.53264532
-14.28348287,27.52699671
-14.29172853,27.52133906
-14.29996799,27.51567238
-14.30820124,27.50999667
-14.31642825,27.50431194
-14.32464904,27.4986182
-14.33286358,27.49291545
-14.34107186,27.4872037
-14.34927389,27.48148297
-14.35746963,27.47575324
-14.36565909,27.47001454
-14.37384226,27.46426687
-14.38201913,27.45851023
-14.39018968,27.45274464
-14.39835391,27.44697009
-14.4065118,27.4411866
-14.41466335,27.43539418
-14.42280855,27.42959282
-14.43094739,27.42378255
-14.43907985,27.41796335
-14.44720594,27.41213525
-14.45532563,27.40629825
-14.46343892,27.40045235
-14.47154579,27.39459756
-14.47964625,27.38873389
-14.48774028,27.38286135
-14.49582786,27.37697994
-14.503909,27.37108968
-14.51198367,27.36519056
-14.52005188,27.35928259
-14.5281136,27.35336579
-14.53616884,27.34744015
-14.54421758,27.34150569
-14.55225981,27.33556242
-14.56029552,27.32961033
-14.5683247,27.32364944
-14.57634735,27.31767976
-14.58436345,27.31170129
-14.59237299,27.30571403
-14.60037597,27.29971801
-14.60837237,27.29371321
-14.61636219,27.28769966
-14.62434541,27.28167735
-14.63232203,27.2756463
-14.64029203,27.26960651
-14.64825541,27.26355799
-14.65621215,27.25750075
-14.66416225,27.25143479
-14.6721057,27.24536012
-14.68004249,27.23927675
-14.68797261,27.23318469
-14.69589604,27.22708394
-14.70381279,27.22097451
-14.71172284,27.21485641
-14.71962617,27.20872964
-14.72752279,27.20259421
-14.73541268,27.19645014
-14.74329583,27.19029742
-14.75117223,27.18413607
-14.75904187,27.17796609
-14.76690475,27.17178749
-14.77476086,27.16560027
-14.78261018,27.15940445
-14.7904527,27.15320003
-14.79828842,27.14698702
-14.80611733,27.14076543
-14.81393941,27.13453526
-14.82175466,27.12829652
-14.82956307,27.12204923
-14.83736463,27.11579338
-14.84515933,27.10952898
-14.85294715,27.10325604
-14.8607281,27.09697458
-14.86850216,27.09068459
-14.87626933,27.08438608
-14.88402958,27.07807907
-14.89178292,27.07176355
-14.89952933,27.06543955
-14.90726881,27.05910705
-14.91500135,27.05276608
-14.92272693,27.04641664
-14.93044554,27.04005874
-14.93815719,27.03369238
-14.94586185,27.02731757
-14.95355953,27.02093433
-14.9612502,27.01454265
-14.96893386,27.00814255
-14.97661051,27.00173403
-14.98428013,26.9953171
-14.99194271,26.98889178
-14.99959824,26.98245805
-15.00724672,26.97601595
-15.01488814,26.96956546
-15.02252248,26.96310661
-15.03014974,26.95663939
-15.0377699,26.95016381
-15.04538297,26.94367989
-15.05298893,26.93718764
-15.06058776,26.93068704
-15.06817947,26.92417813
-15.07576404,26.9176609
-15.08334146,26.91113536
-15.09091173,26.90460152
-15.09847483,26.89805939
-15.10603076,26.89150898
-15.11357951,26.88495029
-15.12112106,26.87838333
-15.12865541,26.87180811
-15.13618256,26.86522463
-15.14370248,26.85863292
-15.15121517,26.85203296
-15.15872063,26.84542478
-15.16621884,26.83880837
-15.1737098,26.83218375
-15.18119349,26.82555093
-15.1886699,26.8189099
-15.19613904,26.81226069
-15.20360088,26.8056033
-15.21105543,26.79893774
-15.21850266,26.792264
-15.22594258,26.78558212
-15.23337517,26.77889208
-15.24080042,26.7721939
-15.24821833,26.76548759
-15.25562888,26.75877315
-15.26303208,26.75205059
-15.2704279,26.74531993
-15.27781634,26.73858117
-15.28519739,26.73183431
-15.29257104,26.72507937
-15.29993728,26.71831635
-15.30729611,26.71154526
-15.31464752,26.70476611
-15.32199149,26.69797891
-15.32932802,26.69118367
-15.33665709,26.68438039
-15.34397871,26.67756908
-15.35129286,26.67074975
-15.35859953,26.66392241
-15.36589871,26.65708707
-15.3731904,26.65024373
-15.38047459,26.64339241
-15.38775126,26.63653311
-15.39502041,26.62966583
-15.40228203,26.6227906
-15.40953611,26.61590741
-15.41678265,26.60901628
-15.42402162,26.60211721
-15.43125304,26.5952102
-15.43847688,26.58829528
-15.44569313,26.58137245
-15.4529018,26.57444171
-15.46010286,26.56750308
-15.46729632,26.56055656
-15.47448216,26.55360216
-15.48166038,26.54663989
-15.48883096,26.53966975
-15.4959939,26.53269177
-15.50314919,26.52570594
-15.51029681,26.51871227
-15.51743677,26.51171077
-15.52456905,26.50470145
-15.53169365,26.49768432
-15.53881055,26.49065938
-15.54591975,26.48362665
-15.55302124,26.47658614
-15.560115,26.46953784
-15.56720104,26.46248178
-15.57427934,26.45541795
-15.5813499,26.44834637
-15.5884127,26.44126705
-15.59546774,26.43417999
-15.60251501,26.42708521
-15.6095545,26.4199827
-15.61658621,26.41287249
-15.62361011,26.40575457
-15.63062621,26.39862896
-15.6376345,26.39149567
-15.64463497,26.3843547
-15.6516276,26.37720606
-15.6586124,26.37004976
-15.66558935,26.36288582
-15.67255845,26.35571423
-15.67951968,26.34853501
-15.68647305,26.34134816
-15.69341853,26.3341537
-15.70035612,26.32695163
-15.70728581,26.31974196
-15.71420761,26.3125247
-15.72112148,26.30529986
-15.72802744,26.29806745
-15.73492546,26.29082748
-15.74181555,26.28357995
-15.74869769,26.27632487
-15.75557188,26.26906226
-15.7624381,26.26179211
-15.76929635,26.25451445
-15.77614662,26.24722928
-15.7829889,26.2399366
-15.78982319,26.23263643
-15.79664947,26.22532877
-15.80346774,26.21801364
-15.81027799,26.21069104
-15.81708022,26.20336098
-15.8238744,26.19602347
-15.83066054,26.18867851
-15.83743862,26.18132613
-15.84420865,26.17396632
-15.8509706,26.1665991
